column,missing_count,missing_pct,non_null_count
kenpom_miscellaneous_team_stats__blockpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__fg2pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__fg3pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__fg3rate,949,10.2451,8314
kenpom_miscellaneous_team_stats__ftpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__opparate,949,10.2451,8314
kenpom_miscellaneous_team_stats__oppblockpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__oppfg2pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__oppfg3pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__oppfg3rate,949,10.2451,8314
kenpom_miscellaneous_team_stats__oppftpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__oppstlrate,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankarate,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankblockpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankfg2pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankfg3pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankfg3rate,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankftpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankopparate,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankoppblockpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankoppfg2pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankoppfg3pct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankoppfg3rate,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankoppftpct,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankoppstlrate,949,10.2451,8314
kenpom_miscellaneous_team_stats__rankstlrate,949,10.2451,8314
kenpom_miscellaneous_team_stats__stlrate,949,10.2451,8314
kenpom_defense__efgpct,1,0.0108,9262
kenpom_defense__ftrate,1,0.0108,9262
kenpom_defense__orpct,1,0.0108,9262
kenpom_defense__rankefgpct,1,0.0108,9262
kenpom_defense__rankftrate,1,0.0108,9262
kenpom_defense__rankorpct,1,0.0108,9262
kenpom_defense__ranktopct,1,0.0108,9262
kenpom_defense__topct,1,0.0108,9262
kenpom_efficiency__adjusted_defensive_efficiency,1,0.0108,9262
kenpom_efficiency__adjusted_defensive_efficiency_rank,1,0.0108,9262
kenpom_efficiency__adjusted_offensive_efficiency,1,0.0108,9262
kenpom_efficiency__adjusted_offensive_efficiency_rank,1,0.0108,9262
kenpom_efficiency__adjusted_temo,1,0.0108,9262
kenpom_efficiency__adjusted_tempo_rank,1,0.0108,9262
kenpom_efficiency__conference,1,0.0108,9262
kenpom_efficiency__raw_defensive_efficiency,1,0.0108,9262
kenpom_efficiency__raw_defensive_efficiency_rank,1,0.0108,9262
kenpom_efficiency__raw_offensive_efficiency,1,0.0108,9262
kenpom_efficiency__raw_offensive_efficiency_rank,1,0.0108,9262
kenpom_efficiency__raw_tempo,1,0.0108,9262
kenpom_efficiency__raw_tempo_rank,1,0.0108,9262
kenpom_offense__efgpct,1,0.0108,9262
kenpom_offense__ftrate,1,0.0108,9262
kenpom_offense__orpct,1,0.0108,9262
kenpom_offense__rankefgpct,1,0.0108,9262
kenpom_offense__rankftrate,1,0.0108,9262
kenpom_offense__rankorpct,1,0.0108,9262
kenpom_offense__ranktopct,1,0.0108,9262
kenpom_offense__topct,1,0.0108,9262
kenpom_point_distribution__def2ptfg,1,0.0108,9262
kenpom_point_distribution__def3ptfg,1,0.0108,9262
kenpom_point_distribution__defft,1,0.0108,9262
kenpom_point_distribution__off2ptfg,1,0.0108,9262
kenpom_point_distribution__off3ptfg,1,0.0108,9262
kenpom_point_distribution__offft,1,0.0108,9262
kenpom_point_distribution__rankdef2ptfg,1,0.0108,9262
kenpom_point_distribution__rankdef3ptfg,1,0.0108,9262
kenpom_point_distribution__rankdefft,1,0.0108,9262
kenpom_point_distribution__rankoff2ptfg,1,0.0108,9262
kenpom_point_distribution__rankoff3ptfg,1,0.0108,9262
kenpom_point_distribution__rankoffft,1,0.0108,9262
Season,0,0.0,9263
TeamName_std,0,0.0,9263
team_season_key,0,0.0,9263
