Season,DayNum,TeamAID,TeamBID,target_teamA_win,TeamA_seed_num,TeamB_seed_num,seed_gap,delta_kp_adjem,delta_kp_adjoe,delta_kp_rankadjde,delta_kp_rankoe,delta_lms_residual_std,delta_rs_ast_to_ratio,delta_rs_drb,delta_rs_fgm,delta_rs_ft_pct,delta_rs_ft_rate,delta_rs_opp_blk,delta_rs_opp_ft_pct,delta_rs_pf,delta_rs_win_pct,delta_tourney_seed_num
2003,136,1409,1173,1,13.0,4.0,-9.0,-4.3988,-9.763999999999996,-87.0,65.0,1.3124666441687314,-0.11095551510059298,2.634037819799776,1.9043381535038968,0.011539013394216924,-0.08055133386296381,-0.15016685205784297,-0.03394423095871524,-0.2636262513904306,-0.11790878754171297,9.0
2003,136,1429,1242,0,15.0,2.0,-13.0,-20.36249,-7.143000000000001,117.0,28.0,-0.15927148072559838,0.013197276423507542,-4.533333333333331,-6.533333333333331,0.05254079933009903,0.0022291272165066434,-2.3000000000000003,0.006672881605416903,-0.5999999999999979,-0.03333333333333344,13.0
2003,136,1436,1112,0,16.0,1.0,-15.0,-24.5867,-13.588000000000008,109.0,104.0,-2.911999948756952,-0.18343279340721774,-1.9187192118226584,-5.493842364532021,-0.0435802469135802,-0.0304347826086957,1.2623152709359613,0.036519728947554286,-1.8534482758620694,-0.23768472906403948,15.0
2003,136,1443,1228,0,13.0,4.0,-9.0,-13.375699999999998,-6.067000000000007,54.0,44.0,1.0541642671502593,-0.45117155938594145,-2.1419354838709666,-1.3903225806451616,-0.06043357830187179,0.035086358625624814,0.04838709677419306,-0.015438711867283295,-0.681720430107525,-0.058064516129032295,9.0
2003,136,1451,1458,0,12.0,5.0,-7.0,-13.643799999999999,-3.628,151.0,12.0,-3.3102303775754978,-0.11875936605967019,0.20689655172413168,-0.4137931034482776,-0.006906563853586567,0.12513068225212948,0.41379310344827536,-0.04048380647740901,4.034482758620687,0.10344827586206895,7.0
2003,136,1454,1323,0,12.0,5.0,-7.0,-7.043999999999999,-8.13199999999999,-18.0,20.0,-0.06421234961055688,-0.17300810798568622,-3.870967741935484,0.040860215053761806,-0.06937378636511404,-0.004504267662162442,-1.016129032258065,0.016331773557207052,3.907526881720429,0.05698924731182797,7.0
2003,136,1458,1451,1,5.0,12.0,7.0,13.643799999999999,3.628,-151.0,-12.0,3.3102303775754978,0.11875936605967019,-0.20689655172413168,0.4137931034482776,0.006906563853586567,-0.12513068225212948,-0.41379310344827536,0.04048380647740901,-4.034482758620687,-0.10344827586206895,-7.0
2003,137,1104,1231,0,10.0,7.0,-3.0,0.9047000000000001,-2.4760000000000133,-45.0,39.0,-1.157993497416248,-0.2897966339410938,-1.696428571428573,0.5982142857142847,-0.002809571398940114,-0.04581039012164617,-0.3526785714285716,-0.006650380021715474,-0.0267857142857153,-0.017857142857142905,3.0
2003,137,1120,1386,1,10.0,7.0,-3.0,-8.7081,-2.0900000000000034,29.0,78.0,1.0029953595983656,-0.23989937106918258,-1.5712643678160987,1.45862068965517,-0.020642512295266924,-0.018838786513833916,0.04597701149425282,0.01602150537634406,-2.3919540229885037,-0.1597701149425288,3.0
2003,137,1122,1257,0,13.0,4.0,-9.0,-20.49062,-14.912000000000006,68.0,129.0,-1.6818496205814633,-0.361116673037601,-0.87777777777778,-4.411111111111104,-0.004525109438788033,0.04827919484011761,0.825925925925926,-0.007550217727208874,-4.0,-0.059259259259259345,9.0
2003,137,1139,1280,1,12.0,5.0,-7.0,-7.026900000000001,6.583999999999989,112.0,-87.0,-1.1731311290163138,0.3175277820923762,-4.220689655172414,-2.264367816091948,0.0461680844360427,0.010743335179532687,-0.1379310344827589,-0.006572354848217055,0.16896551724138043,0.12758620689655176,7.0
2003,137,1160,1277,0,10.0,7.0,-3.0,-1.9202000000000012,0.5630000000000024,11.0,-38.0,2.454727124944622,0.020522750263112233,3.70967741935484,4.161290322580648,-0.059491721216788584,-0.04275992433541104,0.06451612903225845,-0.038068716938217784,-2.3225806451612883,0.032258064516129004,3.0
2003,137,1190,1448,0,15.0,2.0,-13.0,-20.092064999999998,-14.564000000000007,86.0,138.0,0.10778977922931432,-0.21674156695002433,-2.8939974457215776,1.9361430395913146,-0.013784703425875788,-0.06095891406397602,1.2401021711366544,0.04029966754407166,1.0357598978288678,-0.19795657726692206,13.0
2003,137,1196,1358,1,2.0,15.0,13.0,21.70072,15.155999999999992,-97.0,-98.0,2.2078731074517712,0.2335814957944986,-1.7048984468339263,2.6391875746714426,-0.004955130182832557,-0.10562054192452597,0.8637992831541212,-0.034260408050730495,-2.6893667861409796,-0.0035842293906810374,-13.0
2003,137,1231,1104,1,7.0,10.0,3.0,-0.9047000000000001,2.4760000000000133,45.0,-39.0,1.157993497416248,0.2897966339410938,1.696428571428573,-0.5982142857142847,0.002809571398940114,0.04581039012164617,0.3526785714285716,0.006650380021715474,0.0267857142857153,0.017857142857142905,-3.0
2003,137,1237,1246,0,16.0,1.0,-15.0,-29.005834999999998,-13.74300000000001,164.0,90.0,-2.1260673263532173,-0.3102466710325258,-3.25,-4.03125,-0.005109458729697147,0.06366173222058757,0.25,-0.0032097212028008304,1.96875,-0.3125,15.0
2003,137,1246,1237,1,1.0,16.0,15.0,29.005834999999998,13.74300000000001,-164.0,-90.0,2.1260673263532173,0.3102466710325258,3.25,4.03125,0.005109458729697147,-0.06366173222058757,-0.25,0.0032097212028008304,-1.96875,0.3125,-15.0
2003,137,1257,1122,1,4.0,13.0,9.0,20.49062,14.912000000000006,-68.0,-129.0,1.6818496205814633,0.361116673037601,0.87777777777778,4.411111111111104,0.004525109438788033,-0.04827919484011761,-0.825925925925926,0.007550217727208874,4.0,0.059259259259259345,-9.0
2003,137,1261,1345,0,8.0,9.0,1.0,4.075400000000002,5.240000000000009,2.0,-86.0,-3.1062965418355812,0.2950904392764856,1.0518433179723488,3.056451612903224,-0.10297300738477211,-0.10794453797868342,-1.3375576036866366,-0.056264816622507374,-3.466589861751153,0.034562211981566726,-1.0
2003,137,1264,1393,0,14.0,3.0,-11.0,-9.9325,-8.309999999999988,21.0,42.0,-1.3256347568691975,-0.12300602187538368,-3.5862068965517224,-3.31034482758621,0.09300512950147977,0.0355069421656688,1.2068965517241383,0.059754862664022634,5.344827586206897,-0.03448275862068961,11.0
2003,137,1268,1423,1,6.0,11.0,5.0,7.065199999999999,2.0,-26.0,-14.0,3.6463281041207036,0.06017073888725322,3.616666666666667,3.3952380952380956,0.01499769546127161,0.017778470739683527,2.0119047619047623,0.03222550352349263,0.5666666666666664,-0.12142857142857144,-5.0
2003,137,1277,1160,1,7.0,10.0,3.0,1.9202000000000012,-0.5630000000000024,-11.0,38.0,-2.454727124944622,-0.020522750263112233,-3.70967741935484,-4.161290322580648,0.059491721216788584,0.04275992433541104,-0.06451612903225845,0.038068716938217784,2.3225806451612883,-0.032258064516129004,-3.0
2003,137,1280,1139,0,5.0,12.0,7.0,7.026900000000001,-6.583999999999989,-112.0,87.0,1.1731311290163138,-0.3175277820923762,4.220689655172414,2.264367816091948,-0.0461680844360427,-0.010743335179532687,0.1379310344827589,0.006572354848217055,-0.16896551724138043,-0.12758620689655176,-7.0
2003,137,1329,1335,1,6.0,11.0,5.0,3.0706000000000007,-4.284999999999997,-52.0,153.0,-2.741672200721375,-0.30715602480308346,-0.11621966794380612,0.6551724137931032,-0.05093505734531367,0.03874986187764978,1.3269476372924651,-0.022212643678160893,2.360153256704983,-0.12515964240102162,-5.0
2003,137,1332,1428,0,8.0,9.0,1.0,-0.4962,4.5730000000000075,67.0,-32.0,3.286677836757164,0.10847386376497603,1.3000000000000007,5.427083333333332,0.07219611377560342,-0.03739972341147041,1.1020833333333333,0.014091511936339507,0.8374999999999986,-0.04791666666666672,-1.0
2003,137,1335,1329,0,11.0,6.0,-5.0,-3.0706000000000007,4.284999999999997,52.0,-153.0,2.741672200721375,0.30715602480308346,0.11621966794380612,-0.6551724137931032,0.05093505734531367,-0.03874986187764978,-1.3269476372924651,0.022212643678160893,-2.360153256704983,0.12515964240102162,5.0
2003,137,1338,1447,1,2.0,15.0,13.0,28.225009999999997,8.498999999999995,-231.0,-18.0,-1.77340893036736,0.10116940701834487,3.011827956989247,-0.3591397849462368,-0.09313207768585352,0.09171632273307001,0.6537634408602151,-0.03330106746255812,0.38602150537634117,0.18924731182795707,-13.0
2003,137,1345,1261,1,9.0,8.0,-1.0,-4.075400000000002,-5.240000000000009,-2.0,86.0,3.1062965418355812,-0.2950904392764856,-1.0518433179723488,-3.056451612903224,0.10297300738477211,0.10794453797868342,1.3375576036866366,0.056264816622507374,3.466589861751153,-0.034562211981566726,1.0
2003,137,1358,1196,0,15.0,2.0,-13.0,-21.70072,-15.155999999999992,97.0,98.0,-2.2078731074517712,-0.2335814957944986,1.7048984468339263,-2.6391875746714426,0.004955130182832557,0.10562054192452597,-0.8637992831541212,0.034260408050730495,2.6893667861409796,0.0035842293906810374,13.0
2003,137,1386,1120,0,7.0,10.0,3.0,8.7081,2.0900000000000034,-29.0,-78.0,-1.0029953595983656,0.23989937106918258,1.5712643678160987,-1.45862068965517,0.020642512295266924,0.018838786513833916,-0.04597701149425282,-0.01602150537634406,2.3919540229885037,0.1597701149425288,-3.0
2003,137,1393,1264,1,3.0,14.0,11.0,9.9325,8.309999999999988,-21.0,-42.0,1.3256347568691975,0.12300602187538368,3.5862068965517224,3.31034482758621,-0.09300512950147977,-0.0355069421656688,-1.2068965517241383,-0.059754862664022634,-5.344827586206897,0.03448275862068961,-11.0
2003,137,1400,1421,1,1.0,16.0,15.0,36.7548,17.581000000000003,-271.0,-168.0,0.3887314360319145,0.27553191489361695,2.970443349753694,3.620689655172413,-0.04805299533470875,0.012457988242960294,-1.0985221674876846,-0.01709734531653173,1.25369458128079,0.3374384236453202,-15.0
2003,137,1407,1462,0,14.0,3.0,-11.0,-14.540980000000001,-7.102999999999994,115.0,26.0,0.9918992617024838,-0.16122464181958107,-0.8000000000000007,1.43333333333333,-0.05920871404359829,-0.11261950726236436,1.0333333333333337,0.021575763923437297,0.8333333333333339,0.0,11.0
2003,137,1421,1400,0,16.0,1.0,-15.0,-36.7548,-17.581000000000003,271.0,168.0,-0.3887314360319145,-0.27553191489361695,-2.970443349753694,-3.620689655172413,0.04805299533470875,-0.012457988242960294,1.0985221674876846,0.01709734531653173,-1.25369458128079,-0.3374384236453202,15.0
2003,137,1423,1268,0,11.0,6.0,-5.0,-7.065199999999999,-2.0,26.0,14.0,-3.6463281041207036,-0.06017073888725322,-3.616666666666667,-3.3952380952380956,-0.01499769546127161,-0.017778470739683527,-2.0119047619047623,-0.03222550352349263,-0.5666666666666664,0.12142857142857144,5.0
2003,137,1428,1332,1,9.0,8.0,-1.0,0.4962,-4.5730000000000075,-67.0,32.0,-3.286677836757164,-0.10847386376497603,-1.3000000000000007,-5.427083333333332,-0.07219611377560342,0.03739972341147041,-1.1020833333333333,-0.014091511936339507,-0.8374999999999986,0.04791666666666672,1.0
2003,137,1447,1338,0,15.0,2.0,-13.0,-28.225009999999997,-8.498999999999995,231.0,18.0,1.77340893036736,-0.10116940701834487,-3.011827956989247,0.3591397849462368,0.09313207768585352,-0.09171632273307001,-0.6537634408602151,0.03330106746255812,-0.38602150537634117,-0.18924731182795707,13.0
2003,137,1448,1190,1,2.0,15.0,13.0,20.092064999999998,14.564000000000007,-86.0,-138.0,-0.10778977922931432,0.21674156695002433,2.8939974457215776,-1.9361430395913146,0.013784703425875788,0.06095891406397602,-1.2401021711366544,-0.04029966754407166,-1.0357598978288678,0.19795657726692206,-13.0
2003,137,1462,1407,1,3.0,14.0,11.0,14.540980000000001,7.102999999999994,-115.0,-26.0,-0.9918992617024838,0.16122464181958107,0.8000000000000007,-1.43333333333333,0.05920871404359829,0.11261950726236436,-1.0333333333333337,-0.021575763923437297,-0.8333333333333339,0.0,-11.0
2003,138,1112,1211,1,1.0,9.0,8.0,11.4698,2.9740000000000038,-70.0,-10.0,0.7330757987290877,0.1111968036676414,2.320276497695854,4.256912442396313,-0.019775617053103933,-0.06400966183574874,0.2960829493087558,-0.05712481261451352,-0.8951612903225801,0.15092165898617516,-8.0
2003,138,1113,1242,0,10.0,2.0,-8.0,-10.3609,-0.8870000000000005,58.0,14.0,1.5624451790069784,-0.012205067169196004,-3.589655172413792,-3.026436781609192,0.003990985751672005,0.07323313390729119,-0.46896551724137936,-0.0008807016256283662,2.713793103448282,-0.1459770114942529,8.0
2003,138,1141,1181,0,11.0,3.0,-8.0,-12.4377,-6.345999999999989,86.0,18.0,2.3436006105795606,-0.12941551531370543,0.17586206896551815,-0.7459770114942543,0.05672729639150098,0.012555320933730574,-1.6172413793103444,0.01154882403527524,-0.3011494252873561,-0.006896551724137945,8.0
2003,138,1143,1328,0,8.0,1.0,-7.0,-9.8998,-3.5120000000000005,45.0,40.0,-1.8600186097833173,-0.07161120046187475,-0.5873563218390778,2.078160919540231,-0.022372937168332108,0.003345234270266617,-0.14942528735632177,0.009188485932672075,-1.4965517241379338,-0.07586206896551728,7.0
2003,138,1163,1390,1,5.0,4.0,-1.0,3.4982000000000024,1.8920000000000101,-22.0,-39.0,2.7855699363807087,-0.03307104572927344,2.770967741935479,3.8881720430107514,-0.0012576937129368249,-0.0026711874585558792,1.8430107526881727,0.021034951406518454,-0.11612903225806548,-0.041935483870967794,1.0
2003,138,1181,1141,1,3.0,11.0,8.0,12.4377,6.345999999999989,-86.0,-18.0,-2.3436006105795606,0.12941551531370543,-0.17586206896551815,0.7459770114942543,-0.05672729639150098,-0.012555320933730574,1.6172413793103444,-0.01154882403527524,0.3011494252873561,0.006896551724137945,-8.0
2003,138,1211,1112,0,9.0,1.0,-8.0,-11.4698,-2.9740000000000038,70.0,10.0,-0.7330757987290877,-0.1111968036676414,-2.320276497695854,-4.256912442396313,0.019775617053103933,0.06400966183574874,-0.2960829493087558,0.05712481261451352,0.8951612903225801,-0.15092165898617516,8.0
2003,138,1228,1323,0,4.0,5.0,1.0,5.265499999999999,-3.424999999999997,-75.0,-2.0,0.33734570695756894,0.0641094489195757,-1.4709677419354854,-0.1258064516129025,-0.037373916644481864,-0.03410162748023521,-2.016129032258065,0.025925354579359516,2.907526881720429,0.0903225806451613,-1.0
2003,138,1242,1113,1,2.0,10.0,8.0,10.3609,0.8870000000000005,-58.0,-14.0,-1.5624451790069784,0.012205067169196004,3.589655172413792,3.026436781609192,-0.003990985751672005,-0.07323313390729119,0.46896551724137936,0.0008807016256283662,-2.713793103448282,0.1459770114942529,-8.0
2003,138,1266,1281,1,3.0,6.0,3.0,3.5859000000000023,7.435999999999993,51.0,-82.0,-0.0920798357201349,0.1931529059615864,-1.8317972350230356,1.0529953917050712,0.11107558116100524,0.1128705505817223,-0.6324884792626726,0.022818599311136722,1.7718894009216584,0.14400921658986177,-3.0
2003,138,1281,1266,0,6.0,3.0,-3.0,-3.5859000000000023,-7.435999999999993,-51.0,82.0,0.0920798357201349,-0.1931529059615864,1.8317972350230356,-1.0529953917050712,-0.11107558116100524,-0.1128705505817223,0.6324884792626726,-0.022818599311136722,-1.7718894009216584,-0.14400921658986177,3.0
2003,138,1323,1228,1,5.0,4.0,-1.0,-5.265499999999999,3.424999999999997,75.0,2.0,-0.33734570695756894,-0.0641094489195757,1.4709677419354854,0.1258064516129025,0.037373916644481864,0.03410162748023521,2.016129032258065,-0.025925354579359516,-2.907526881720429,-0.0903225806451613,1.0
2003,138,1328,1143,1,1.0,8.0,7.0,9.8998,3.5120000000000005,-45.0,-40.0,1.8600186097833173,0.07161120046187475,0.5873563218390778,-2.078160919540231,0.022372937168332108,-0.003345234270266617,0.14942528735632177,-0.009188485932672075,1.4965517241379338,0.07586206896551728,-7.0
2003,138,1390,1163,0,4.0,5.0,1.0,-3.4982000000000024,-1.8920000000000101,22.0,39.0,-2.7855699363807087,0.03307104572927344,-2.770967741935479,-3.8881720430107514,0.0012576937129368249,0.0026711874585558792,-1.8430107526881727,-0.021034951406518454,0.11612903225806548,0.041935483870967794,-1.0
2003,138,1409,1458,0,13.0,5.0,-8.0,-10.942599999999999,-7.543999999999997,37.0,61.0,-0.7148693791666396,-0.23404223896027165,3.254727474972185,1.3526140155728577,-0.014013287546760123,-0.02091240305364722,0.022246941045604984,-0.0477661531702227,2.49499443826474,-0.04894327030033363,8.0
2003,138,1458,1409,1,5.0,13.0,8.0,10.942599999999999,7.543999999999997,-37.0,-61.0,0.7148693791666396,0.23404223896027165,-3.254727474972185,-1.3526140155728577,0.014013287546760123,0.02091240305364722,-0.022246941045604984,0.0477661531702227,-2.49499443826474,0.04894327030033363,-8.0
2003,139,1120,1448,1,10.0,2.0,-8.0,-7.947999999999999,-8.454000000000008,-9.0,129.0,2.888666374036152,-0.12298612906004991,-4.364367816091956,-0.43793103448276227,-0.09042851141296737,-0.1043046041570303,-0.5747126436781609,-0.018260688092540778,-2.116091954022984,-0.1942528735632184,8.0
2003,139,1139,1257,1,12.0,4.0,-8.0,-8.2742,-0.9930000000000092,95.0,-4.0,-2.63832415281807,0.0031378507373944764,-4.720689655172414,-3.8977011494252842,0.02703353253652052,-0.0858498466014529,0.428735632183908,-0.02969033814319144,-6.597701149425287,0.027586206896551668,8.0
2003,139,1196,1277,0,2.0,7.0,5.0,5.843399999999999,8.607,15.0,-110.0,-0.43282154700627906,0.2908075762028156,0.0,3.903225806451612,-0.029412787261412165,-0.09803514598035151,0.12903225806451601,-0.06574211107209149,-3.129032258064516,0.16129032258064513,-5.0
2003,139,1231,1338,0,7.0,2.0,-5.0,-12.615499999999999,-0.24899999999999523,90.0,35.0,2.44751933962098,0.024486515020635258,0.25833333333333286,-3.429166666666667,0.07674227003974021,-0.014336597450373745,0.2645833333333334,0.02657791625359951,0.09583333333333499,-0.2416666666666667,5.0
2003,139,1246,1428,1,1.0,9.0,8.0,14.9225,8.87700000000001,-17.0,-49.0,2.382273482104342,0.11174103237095379,0.9562500000000007,5.302083333333332,0.0028662080733750095,-0.014759802546422784,1.1645833333333333,-0.0058391003460207536,-2.7250000000000014,0.13958333333333328,-8.0
2003,139,1257,1139,0,4.0,12.0,8.0,8.2742,0.9930000000000092,-95.0,4.0,2.63832415281807,-0.0031378507373944764,4.720689655172414,3.8977011494252842,-0.02703353253652052,0.0858498466014529,-0.428735632183908,0.02969033814319144,6.597701149425287,-0.027586206896551668,-8.0
2003,139,1268,1462,1,6.0,3.0,-3.0,0.6550999999999974,-3.5870000000000033,-18.0,24.0,3.770879245061126,0.08092848586875556,1.25,2.6285714285714263,-0.04327964051784272,-0.07112559289842268,1.878571428571429,0.03050998501235458,3.2333333333333325,-0.15476190476190477,3.0
2003,139,1277,1196,1,7.0,2.0,-5.0,-5.843399999999999,-8.607,-15.0,110.0,0.43282154700627906,-0.2908075762028156,0.0,-3.903225806451612,0.029412787261412165,0.09803514598035151,-0.12903225806451601,0.06574211107209149,3.129032258064516,-0.16129032258064513,5.0
2003,139,1329,1393,0,6.0,3.0,-3.0,-2.619699999999998,-7.911999999999992,-25.0,158.0,0.5880761735430546,-0.26344005956813066,-2.827586206896548,-4.586206896551726,-0.04219608903307204,0.023524091523089874,0.44827586206896575,-0.007566909975669112,3.551724137931039,-0.13793103448275856,3.0
