Season,Slot,TeamAID,TeamBID,TeamA_seed_num,TeamB_seed_num,seed_gap,delta_kp_adjde,delta_kp_adjem,delta_kp_adjoe,delta_kp_de,delta_kp_oe,delta_kp_rankadjde,delta_kp_rankadjoe,delta_kp_rankde,delta_kp_rankoe,delta_kp_tempo,delta_lms_consistency,delta_lms_margin_vs_weak_surplus,delta_lms_residual_std,delta_lms_slope,delta_rs_ast,delta_rs_ast_to_ratio,delta_rs_avg_margin,delta_rs_avg_pts_against,delta_rs_avg_pts_for,delta_rs_blk,delta_rs_dr_pct,delta_rs_drb,delta_rs_efg_pct,delta_rs_fg2_pct,delta_rs_fg3_pct,delta_rs_fg_pct,delta_rs_fga,delta_rs_fgm,delta_rs_fgm3,delta_rs_ft_pct,delta_rs_ft_rate,delta_rs_games,delta_rs_margin_std,delta_rs_opp_ast,delta_rs_opp_blk,delta_rs_opp_dr,delta_rs_opp_efg_pct,delta_rs_opp_fg2_pct,delta_rs_opp_fg3_pct,delta_rs_opp_fg_pct,delta_rs_opp_fga,delta_rs_opp_fgm,delta_rs_opp_fgm3,delta_rs_opp_ft_pct,delta_rs_opp_ft_rate,delta_rs_opp_fta,delta_rs_opp_or,delta_rs_opp_stl,delta_rs_opp_to,delta_rs_or_pct,delta_rs_orb,delta_rs_pf,delta_rs_stl,delta_rs_to,delta_rs_to_rate,delta_rs_win_pct,delta_tourney_seed_num
2026,R1X4,1304,1407,4.0,13.0,9.0,-16.599999999999994,24.400000000000002,7.799999999999997,-8.600000000000009,1.5999999999999943,-159,-86,-107,-28,0.29999999999999716,-0.34549052490488164,4.147404319818115,-1.588136613833706,-29.787957994457585,3.068965517241379,0.6144989878542506,9.89655172413793,-9.655172413793096,0.24137931034483984,-0.2068965517241379,0.05138272770174612,1.6551724137931103,0.0420601474007023,0.054801385236167954,0.02118604710074562,0.029270415986545895,-1.1379310344827545,1.2413793103448256,1.3448275862068968,0.03250457810959295,-0.08716624622842167,0,-0.11085629407046049,0.5172413793103452,0.2758620689655178,1.2068965517241423,-0.03440428092639736,-0.021621656203084483,-0.026144258750845584,-0.04525695559921622,-2.448275862068961,-3.7241379310344804,0.9655172413793105,0.023427396624332686,-0.07218928278238734,-4.9999999999999964,-1.7586206896551726,-1.4137931034482758,-0.3793103448275854,-0.07135131288692809,-2.6896551724137927,-2.206896551724137,-0.8620689655172411,-1.413793103448274,-0.010561627327282011,0.2413793103448275,-9.0
2026,R1X5,1435,1270,5.0,12.0,7.0,-2.5,15.0,12.5,6.1000000000000085,6.400000000000006,-18,-84,82,-55,4.299999999999997,0.07680025463983736,-0.8930466085638518,1.3473959418530743,5.076467369370576,3.5849753694581263,0.7503134796238247,2.6293103448275836,7.588669950738918,10.217980295566505,0.7118226600985222,0.05441957734452085,3.5061576354679787,0.04846910477807753,0.0498309668695065,0.03993437243642317,0.024483025431040417,2.842364532019708,2.801724137931039,3.259852216748768,0.03923240938166317,-0.007953191547636962,1,0.6123883981250273,-1.4667487684729057,-1.9679802955665018,1.3977832512315231,-0.009763585959043308,-0.00019598370713819202,-0.016399755362765334,0.005940599725472562,6.316502463054192,2.979064039408861,-0.8596059113300498,0.033532353757627864,-0.005712916931342793,2.318965517241381,-0.9470443349753683,0.06403940886699466,-0.6564039408867028,-0.054630635030314956,-1.8115763546798043,0.2672413793103452,-0.42733990147783185,-1.8214285714285712,-0.024916116693193685,-0.06280788177339902,-7.0
2026,R1X6,1314,1433,6.0,11.0,5.0,-2.200000000000003,3.6999999999999993,1.5,0.7999999999999972,-2.0999999999999943,-23,-14,11,14,-0.6000000000000085,-0.1569945461944022,5.045850701023118,-0.19660629584269884,-40.864306082741436,1.5862068965517242,0.4986752761651052,-0.7931034482758612,-1.655172413793096,-2.4482758620689538,-0.8275862068965507,0.020772293671748487,2.0,0.0037205356477558738,0.03320814977856612,-0.024747474747474685,0.014185888009997039,0.8620689655172455,1.2413793103448256,-1.1034482758620676,-0.056130619221027245,-0.064054737846649,0,2.885983833479342,0.1724137931034484,-0.2758620689655169,0.275862068965516,-0.009596157104021896,-0.021645410861615588,0.006015325670498117,-0.015885827737818048,3.9310344827586263,0.6896551724138007,1.2413793103448274,-0.016396511348051424,-0.10990631832769429,-5.586206896551722,-0.2413793103448274,-0.8965517241379306,-2.0689655172413772,-0.026478381472458734,-1.0689655172413772,-3.068965517241379,-2.0,-1.7241379310344822,-0.018371066074662698,0.034482758620689724,-5.0
2026,R1X7,1388,1401,7.0,10.0,3.0,-3.799999999999997,4.400000000000002,0.5999999999999943,-9.400000000000006,-0.8999999999999915,-22,-6,-139,7,-6.199999999999989,0.3769107248178747,-8.84072249589491,-0.34729345462321426,46.99188727625562,-3.2563218390804636,-0.3206362975341559,3.69310344827586,-13.928735632183901,-10.235632183908052,-0.2655172413793112,0.0995123961967107,2.547126436781614,-0.01794480627432571,-0.048645390417542234,0.023859684323167485,-0.003386392402410676,-6.608045977011493,-3.2597701149425298,-2.7954022988505756,0.06316655694535878,-0.009634516118116387,1,-6.552384717314814,-2.504597701149425,-0.12758620689655142,-4.416091954022988,-0.043380550520851324,-0.0606032028931589,-0.012937976978538601,-0.03344582850707223,-3.3862068965517196,-3.4367816091953998,-1.605747126436782,-0.02360312178255053,-0.09499877499554249,-6.725287356321839,-3.617241379310343,-1.1816091954022987,-3.7344827586206897,0.06218156330336927,0.759770114942528,-3.9482758620689644,-1.979310344827586,-0.11839080459770024,0.010422998852589502,0.21149425287356327,-3.0
2026,R1X8,1155,1234,8.0,9.0,1.0,-2.0,-3.1999999999999993,-5.200000000000003,-2.8000000000000114,-5.900000000000006,-10,40,-37,64,2.1000000000000014,-0.21270396457293642,2.9994316028798806,-5.8286414824826025,-3.7335728392015923,-2.206896551724139,-0.2896593428744205,-1.862068965517242,0.8965517241379359,-0.9655172413793167,0.10344827586206895,0.022152748696769642,4.482758620689655,-0.03514058136582898,-0.04223776256824496,-0.015213872105581006,-0.03571337903021066,1.9310344827586121,-1.034482758620694,0.3448275862068968,-0.0499338594848473,0.029928281289667458,0,-2.9003709301272647,-0.8620689655172438,0.5517241379310347,2.5862068965517295,-0.03926178066163177,-0.043683575703784616,-0.02027695351137493,-0.04125802219622032,5.241379310344833,0.137931034482758,0.8965517241379306,0.015481849046748541,-0.050774740275857266,-0.7586206896551708,0.6551724137931041,0.6206896551724137,-1.4827586206896584,-0.019545871670409887,0.2413793103448274,-1.4482758620689644,-0.3448275862068968,0.137931034482758,-0.0031196592393461925,0.03448275862068961,-1.0
2026,R1Y2,1235,1398,2.0,15.0,13.0,-19.5,34.199999999999996,14.700000000000003,-8.0,9.399999999999991,-208,-152,-72,-113,-2.3999999999999915,-0.5171379103817397,10.58210180623974,0.1505899752852411,-54.65282926632253,5.099616858237548,0.6701769944204263,13.96551724137931,-9.371647509578537,4.5938697318007655,-1.2107279693486586,0.01228282471890918,0.5862068965517189,0.07731988949134333,0.06237500059760681,0.07087325600941335,0.05072719381041291,-2.492975734355049,1.9118773946360186,2.933588761174968,-0.08844039983433505,0.008071816847747382,2,4.849372456670535,0.12899106002554284,-1.2375478927203067,-2.6321839080459775,-0.022666674931710096,-0.022073156748079414,-0.013806802190902911,-0.032329543810928896,-0.14942528735631555,-1.8633461047254158,1.0549169859514693,-0.019175046261099116,-0.15953228119330692,-8.920817369093232,-0.29629629629629584,0.05619412515964228,1.3435504469987212,0.014458155537615702,-0.5900383141762457,-3.0268199233716473,0.13409961685823735,-1.157088122605364,-0.008368293815631506,0.16091954022988508,-13.0
2026,R1Y3,1438,1460,3.0,14.0,11.0,-14.200000000000003,24.599999999999998,10.400000000000006,-8.0,3.799999999999997,-177,-90,-154,-34,-2.5,-0.4426318513837157,4.667487684729062,0.06742707962655636,-38.91029526421383,3.6206896551724146,0.39974518235387846,9.689655172413794,-7.758620689655174,1.9310344827586192,0.5862068965517242,0.010301798680540597,3.6551724137931103,0.0017319948884048086,0.013320298295481314,-0.008853754940711445,-0.019245838791863312,2.724137931034484,0.137931034482758,2.8965517241379306,-0.02668093645484937,-0.031806150524152865,0,3.3292226162611254,-0.48275862068965836,-0.5517241379310347,-0.10344827586207117,-0.07644172306548919,-0.09387437576852625,-0.02933907031359062,-0.07550682678801951,0.6551724137931032,-4.1379310344827545,-0.03448275862069039,0.012622912197601921,0.003324306748585304,0.413793103448274,0.8965517241379324,0.03448275862069039,-1.2413793103448274,0.06131988578797104,2.793103448275861,0.5862068965517224,0.1034482758620685,-0.10344827586206762,-0.004730873392010906,0.2413793103448275,-11.0
2026,R1Y4,1104,1220,4.0,13.0,9.0,-1.7999999999999972,16.2,14.400000000000006,8.200000000000003,8.400000000000006,-28,-86,186,-76,9.299999999999997,-0.34919625814916944,10.521693823417964,3.7243020741124333,-79.70489036115319,3.7697044334975356,0.4976842855292132,2.961822660098524,14.64039408866995,17.60221674876847,2.2561576354679804,-0.02493653748519209,3.3140394088669964,0.038940040386140184,0.0891193406786785,-0.012841280716304693,0.021408506772222724,7.6822660098522135,4.77586206896552,3.540640394088671,0.0063254341670346825,0.04953754980047703,1,5.673644484512026,0.8263546798029555,-0.6268472906403941,3.45073891625616,0.022104636873784278,0.03534197813374024,0.0028619137380466175,0.030765446871954094,11.056650246305423,6.513546798029555,0.25246305418719217,-0.023696397110987366,-0.017109413050179878,2.6761083743842384,2.6748768472906406,1.1785714285714288,0.6564039408867002,-0.027973348783314034,0.21059113300492704,1.1884236453201993,1.0049261083743843,-0.34113300492610854,-0.017668242707142096,0.11576354679802947,-9.0
2026,R1Y5,1403,1103,5.0,12.0,7.0,-6.200000000000003,12.399999999999999,6.200000000000003,2.200000000000003,-4.1000000000000085,-80,-42,47,33,-3.200000000000003,-0.15011815601455514,4.728376349066004,0.4763781116664543,-49.559455344129866,-2.3039591315453407,-0.02940115440115476,-2.431673052362708,-3.7560664112388196,-6.187739463601545,0.43933588761174924,0.017190869626102834,-0.1264367816091898,-0.021150153711255282,-0.053964178129423224,0.010972500171445299,-0.027995520716685318,-1.2286079182630942,-2.3384418901660275,0.6309067688378054,-0.06251205637462354,-0.016124495552409746,2,1.9907047483273903,-2.6615581098339725,-1.680715197956577,1.878671775223502,-0.020121990486030028,0.006338618209761282,-0.04019142721001062,0.0012844419432240795,-0.9578544061302665,-0.33844189016602755,-2.7126436781609202,-0.0335127201565556,0.011382185525214306,0.38441890166027903,-0.8569604086845448,-0.07918263090676891,-1.8135376756066393,0.0010223867442271106,0.9693486590038312,-0.14176245210727956,0.02171136653895278,-1.0881226053639868,-0.009440843824570097,-0.056194125159642394,-7.0
2026,R1Y7,1246,1365,7.0,10.0,3.0,-5.200000000000003,2.1000000000000014,-3.0999999999999943,0.7000000000000028,-3.200000000000003,-55,16,13,26,0.20000000000000284,-0.12312377649051837,2.8257799671592796,4.051287906116293,-10.281178335157755,-0.8011494252873561,0.21183455891102065,-2.0781609195402293,-0.48045977011493335,-2.5586206896551715,1.4114942528735632,0.026238758760294356,2.7954022988505756,-0.01133574007220206,-0.026707702784769083,0.0037512597827052407,-0.0033769984528105867,-4.288505747126443,-2.225287356321836,-1.6218390804597718,-0.022939566919847,0.1082248581743166,-1,6.145677575859448,-0.9011494252873575,-0.28045977011494205,0.09885057471264247,-0.034289032546945486,-0.03871581953773734,-0.016752565522670904,-0.03568759969775842,3.910344827586208,-0.33793103448276085,0.6505747126436789,0.009263436260402935,-0.040412223994626906,-0.8793103448275872,-0.03333333333333144,-0.2425287356321837,-2.972413793103449,-0.013703537435325264,-0.6126436781609161,-2.0390804597701155,-1.4885057471264362,-1.7333333333333325,-0.015900232491808997,-0.1114942528735633,-3.0
2026,R1Y8,1208,1387,8.0,9.0,1.0,3.0,2.1999999999999993,5.200000000000003,8.200000000000003,0.20000000000000284,38,-35,115,-2,1.5999999999999943,-0.11253279682495959,5.7952823039029955,2.815566768928033,-26.339898735546804,-3.6748768472906423,-0.14548134839742488,-6.976600985221676,8.415024630541879,1.438423645320185,2.166256157635468,-0.0824959897337183,-4.21551724137931,-0.06018637779364999,-0.012153434483531456,-0.08114035087719301,-0.03907971720314324,5.370689655172413,0.1798029556650249,-1.7672413793103434,0.013411757335383134,0.0235637051409483,1,5.4448348792062635,1.626847290640395,-0.3288177339901477,2.407635467980292,0.0587288068921854,0.05768732490501577,0.0400200657711387,0.0574968999401842,4.110837438423651,5.279556650246306,0.6477832512315267,-0.023461130378323758,-0.0732457033108514,-3.181034482758619,2.5431034482758594,-0.4679802955665018,1.4766009852216744,0.027620725746219266,2.386699507389162,-1.5800492610837438,0.9408866995073888,-1.3460591133004929,-0.024450951418734213,-0.20320197044334976,-1.0
2026,R1Z1,1112,1254,1.0,16.0,15.0,-19.599999999999994,41.7,22.10000000000001,-7.5,11.699999999999989,-183,-234,-65,-158,3.3000000000000114,-0.10060438883876771,2.3301714970235547,-1.0574088305754081,-14.784701846905737,3.5061179087875427,0.516719094793183,15.867630700778642,-2.8954393770856512,12.972191323692996,-1.9043381535038932,0.06633654115668508,6.515016685205779,0.017264977037761864,0.028042052493638336,-0.007256669470409982,0.02266086853219873,4.0789766407119,3.352614015572861,-0.2347052280311459,0.07013025954898622,0.0916197991077709,-2,-0.2470945672749938,-0.6473859844271423,-1.1846496106785311,-1.2992213570634057,-0.05091434613031348,-0.0736585186816413,-0.0063494742694877315,-0.05510286259383468,4.278086763070078,-1.5239154616240214,0.9833147942157954,0.022714587097811823,-0.05241674877483743,-1.8131256952169075,-0.7296996662958843,0.15684093437152402,0.0,0.05021944792022137,1.6751946607341477,-1.4727474972191317,0.07786429365962189,-1.4727474972191317,-0.027868728969216494,0.25361512791991114,-15.0
2026,R1Z2,1345,1474,2.0,15.0,13.0,-16.799999999999997,32.6,15.799999999999997,-9.399999999999991,5.400000000000006,-286,-76,-200,-22,-5.400000000000006,-0.0038874964702848014,-0.04780851332575686,-1.945340982199209,-9.907130688277825,3.8528735632183864,0.7557451649601818,11.212643678160918,-13.56896551724138,-2.356321839080465,-0.3287356321839079,0.05344065611853199,1.820689655172412,0.01147942662233925,-0.018346813967251907,0.02992755941194508,0.016076086321580196,0.20919540229885314,1.0701149425287362,-0.5195402298850578,-0.015986996106746254,-0.08248970759669527,-1,-2.3743933283519674,0.26896551724138007,-1.1229885057471263,-1.9908045977011462,-0.03265340292063901,-0.018593521001708857,-0.03302438302438304,-0.03582558881053205,-2.8229885057471265,-3.3942528735632145,-0.044827586206896086,-0.028521825396825462,-0.12955832873064532,-8.551724137931034,-1.610344827586208,-0.8793103448275863,0.5022988505747144,0.0497112048313299,1.2298850574712645,-4.932183908045975,0.2597701149425289,-1.4908045977011497,-0.014047227802043191,0.19195402298850572,-13.0
2026,R1Z3,1211,1244,3.0,14.0,11.0,-16.19999999999999,27.6,11.400000000000006,-14.600000000000009,9.5,-185,-114,-169,-111,-1.5,-0.1885547165693886,9.680066170388749,7.47768300748972,-66.7234017632598,4.3089330024813925,0.66923239884189,17.786600496277917,-12.74193548387096,5.044665012406952,-2.702233250620348,0.02366601378623756,2.073200992555833,0.05228529085693168,0.07931507184646636,-0.003489326765188816,0.07551727159473198,3.0645161290322562,6.1712158808933,-2.5148883374689817,0.00033972962208006496,-0.1279111409119828,5,9.483206172110147,-0.20471464019851204,-1.5769230769230766,-1.7456575682382152,-0.027237875497547803,-0.006856515491274029,-0.04017353883062663,-0.02695424528076451,-1.420595533498755,-2.1488833746898273,-0.22580645161290303,-0.03778809134539307,-0.16385812092316027,-10.088089330024815,-0.3424317617866004,-2.5905707196029777,1.8585607940446653,0.007919039969410291,-0.5074441687344944,-3.8002481389578158,1.8263027295285363,-1.6315136476426808,-0.017279922856495405,0.3263027295285359,-11.0
