Season,TeamID,TeamName,ConfAbbrev,is_tourney_team,tourney_seed_num,kp_tempo,kp_ranktempo,kp_adjtempo,kp_rankadjtempo,kp_oe,kp_rankoe,kp_adjoe,kp_rankadjoe,kp_de,kp_rankde,kp_adjde,kp_rankadjde,kp_adjem,kp_rankadjem,rs_games,rs_wins,rs_avg_pts_for,rs_avg_pts_against,rs_avg_margin,rs_margin_std,rs_fgm,rs_fga,rs_fgm3,rs_fga3,rs_ftm,rs_fta,rs_orb,rs_drb,rs_ast,rs_to,rs_stl,rs_blk,rs_pf,rs_opp_fgm,rs_opp_fga,rs_opp_fgm3,rs_opp_fga3,rs_opp_ftm,rs_opp_fta,rs_opp_or,rs_opp_dr,rs_opp_ast,rs_opp_to,rs_opp_stl,rs_opp_blk,rs_opp_pf,rs_win_pct,rs_fg_pct,rs_fg3_pct,rs_ft_pct,rs_fg2_pct,rs_efg_pct,rs_to_rate,rs_or_pct,rs_dr_pct,rs_ft_rate,rs_ast_to_ratio,rs_opp_fg_pct,rs_opp_fg3_pct,rs_opp_ft_pct,rs_opp_fg2_pct,rs_opp_efg_pct,rs_opp_to_rate,rs_opp_ft_rate,lms_slope,lms_r2,lms_residual_std,lms_consistency,lms_margin_vs_weak_surplus
2026,1112,Arizona,big_twelve,1,1.0,71.4,37,69.8,54,120.1,16,127.7,5,96.1,5,90.0,3,37.7,2,29,27,87.06896551724138,68.62068965517241,18.448275862068964,13.116473303490626,30.96551724137931,61.724137931034484,5.862068965517241,16.586206896551722,19.275862068965516,26.24137931034483,11.96551724137931,28.482758620689655,17.344827586206897,10.172413793103448,7.206896551724138,5.482758620689655,16.17241379310345,24.379310344827587,62.310344827586206,7.241379310344827,23.0,12.620689655172415,17.896551724137932,8.689655172413794,18.862068965517242,11.96551724137931,11.0,5.931034482758621,5.137931034482759,19.620689655172413,0.9310344827586207,0.5016759776536313,0.35343035343035345,0.7345597897503284,0.5561497326203207,0.5491620111731843,0.12190888653795291,0.38814317673378074,0.7662337662337663,0.4251396648044693,1.7050847457627119,0.3912562257885999,0.3148425787106447,0.7052023121387283,0.43596491228070183,0.44936358605423354,0.13549329754158243,0.28721638074156064,-37.89341912711487,0.34197257873808695,10.835181964019736,0.41521578446568264,7.980295566502463
2026,1113,Arizona St,big_twelve,0,,70.6,73,69.2,77,108.1,181,115.8,78,110.8,238,103.2,66,12.6,63,29,15,77.89655172413794,78.24137931034483,-0.3448275862068966,13.382493527176694,26.482758620689655,58.827586206896555,7.620689655172414,22.20689655172414,17.310344827586206,23.03448275862069,8.344827586206897,21.137931034482758,14.137931034482758,10.206896551724139,6.758620689655173,5.551724137931035,17.17241379310345,27.17241379310345,59.10344827586207,8.413793103448276,23.655172413793103,15.482758620689655,20.724137931034484,9.586206896551724,22.275862068965516,15.03448275862069,11.448275862068966,6.172413793103448,5.482758620689655,20.17241379310345,0.5172413793103449,0.4501758499413833,0.34316770186335405,0.7514970059880239,0.5150659133709982,0.5149472450175849,0.12892435276490471,0.2725225225225225,0.6879910213243546,0.39155920281359907,1.3851351351351349,0.4597432905484247,0.3556851311953353,0.7470881863560731,0.5291828793774319,0.5309218203033839,0.14369557313758416,0.35064177362893817,-41.147200906312136,0.19444626216078864,12.231548287821541,0.5590393870641182,4.4217506631299734
2026,1114,Ark Little Rock,ovc,0,,67.6,217,66.6,223,102.1,304,102.7,289,109.8,215,115.7,302,-13.0,189,29,10,69.13793103448276,74.24137931034483,-5.103448275862069,15.44192999499879,25.79310344827586,58.241379310344826,6.551724137931035,18.275862068965516,11.0,16.03448275862069,9.517241379310345,20.03448275862069,13.517241379310345,10.862068965517242,7.517241379310345,5.068965517241379,15.517241379310345,26.482758620689655,58.48275862068966,8.344827586206897,23.96551724137931,12.931034482758621,18.586206896551722,11.10344827586207,22.517241379310345,14.275862068965518,10.758620689655173,6.379310344827586,3.9310344827586206,14.448275862068966,0.3448275862068966,0.4428656009473061,0.3584905660377359,0.6860215053763441,0.48144952545297665,0.49911190053285964,0.14262428687856563,0.29709364908503766,0.6434108527131782,0.27531083481349916,1.2444444444444445,0.45283018867924524,0.3482014388489209,0.6957328385899815,0.5254745254745254,0.5241745283018867,0.138965597106665,0.3178066037735849,-6.1937693563839336,0.007555195632839573,15.665775339476713,0.9130793716495355,1.6034482758620694
2026,1115,Ark Pine Bluff,swac,0,,71.2,45,68.9,94,104.1,269,104.0,268,114.4,315,117.3,326,-13.3,304,27,10,73.25925925925925,83.07407407407408,-9.814814814814815,17.61126614291815,24.703703703703702,57.25925925925926,7.2592592592592595,21.74074074074074,16.59259259259259,22.14814814814815,8.185185185185185,20.37037037037037,14.0,12.0,5.777777777777778,5.333333333333333,19.925925925925927,27.925925925925927,59.55555555555556,7.37037037037037,22.37037037037037,19.85185185185185,26.074074074074073,10.518518518518519,23.74074074074074,15.185185185185185,10.222222222222221,6.444444444444445,5.777777777777778,17.11111111111111,0.37037037037037035,0.4314359637774903,0.333901192504259,0.7491638795986622,0.4911366006256517,0.4948253557567917,0.1518901890189019,0.25638051044083526,0.6594724220623501,0.3868046571798189,1.1666666666666667,0.4689054726368159,0.3294701986754967,0.7613636363636364,0.5527888446215139,0.5307835820895522,0.12581139231274158,0.4378109452736318,-33.54061893189922,0.3741285802352743,14.20855163600943,0.3883394893936063,9.314814814814815
2026,1116,Arkansas,sec,1,4.0,72.4,19,71.0,20,122.6,3,127.7,6,109.1,200,101.6,48,26.1,13,29,21,89.79310344827586,79.65517241379311,10.137931034482758,19.30344924383618,32.172413793103445,64.27586206896552,8.10344827586207,21.689655172413794,17.344827586206897,23.24137931034483,9.586206896551724,22.482758620689655,17.06896551724138,8.551724137931034,7.275862068965517,5.344827586206897,16.96551724137931,28.724137931034484,63.55172413793103,7.896551724137931,25.103448275862068,14.310344827586206,20.03448275862069,9.96551724137931,21.724137931034484,14.620689655172415,9.310344827586206,4.758620689655173,4.724137931034483,18.0,0.7241379310344828,0.5005364806866952,0.37360890302066774,0.7462908011869436,0.5651821862348176,0.5635729613733904,0.10296608762081906,0.30616740088105726,0.6928799149840594,0.361587982832618,1.9959677419354842,0.4519804666304938,0.31456043956043955,0.7142857142857142,0.5417040358744395,0.5141074335322844,0.11398946230748445,0.315246880086815,-87.0005247947018,0.46027621048951584,14.44168380599086,0.3215634071709311,9.785145888594165
2026,1117,Arkansas St,sun_belt,0,,72.6,16,71.9,10,111.3,114,110.6,144,106.4,119,109.2,173,1.4,146,29,18,81.93103448275862,77.96551724137932,3.9655172413793105,15.814737156527428,27.413793103448278,61.724137931034484,9.10344827586207,27.620689655172413,18.0,24.344827586206897,12.551724137931034,26.448275862068964,15.206896551724139,12.379310344827585,6.551724137931035,5.344827586206897,19.17241379310345,27.137931034482758,61.89655172413793,7.655172413793103,23.517241379310345,16.03448275862069,22.896551724137932,8.89655172413793,21.03448275862069,13.89655172413793,10.241379310344827,7.551724137931035,5.068965517241379,19.586206896551722,0.6206896551724138,0.4441340782122905,0.32958801498127344,0.7393767705382436,0.5369059656218402,0.517877094972067,0.1459563188108829,0.3737166324435318,0.7482926829268293,0.394413407821229,1.2284122562674096,0.43844011142061284,0.3255131964809384,0.700301204819277,0.5076370170709793,0.5002785515320334,0.1245721763640024,0.36991643454039,-37.41319161001109,0.2359686802537302,14.077148525280187,0.5142339243486325,6.391625615763547
2026,1119,Army,patriot,0,,67.3,234,67.1,195,103.1,287,100.1,321,115.2,327,118.5,335,-18.4,324,29,9,71.37931034482759,79.44827586206897,-8.068965517241379,13.34950784133675,24.620689655172413,59.89655172413793,10.448275862068966,31.724137931034484,11.689655172413794,16.310344827586206,9.03448275862069,21.551724137931036,14.586206896551724,10.03448275862069,4.275862068965517,3.7586206896551726,19.06896551724138,27.0,56.58620689655172,8.517241379310345,23.620689655172413,16.93103448275862,22.517241379310345,7.448275862068965,24.724137931034484,14.620689655172415,9.068965517241379,6.103448275862069,5.103448275862069,16.275862068965516,0.3103448275862069,0.4110535405872193,0.3293478260869565,0.7167019027484144,0.5030599755201959,0.498272884283247,0.13013612865141408,0.2676200204290092,0.7431629013079667,0.27230857800805985,1.4536082474226804,0.4771480804387569,0.36058394160583945,0.7519142419601836,0.5606694560669456,0.552407068860451,0.12001898399138419,0.3979280926264473,-27.98229361112488,0.2803418421171804,11.532554476978827,0.47052682587577643,2.3766578249336865
2026,1120,Auburn,sec,0,,69.2,135,67.2,191,118.5,32,124.8,15,114.0,308,105.8,107,19.0,35,29,15,83.34482758620689,79.89655172413794,3.4482758620689653,19.23275889669303,27.448275862068964,60.0,7.793103448275862,23.20689655172414,20.655172413793103,27.655172413793103,11.517241379310345,21.689655172413794,12.724137931034482,9.206896551724139,7.0,5.517241379310345,17.379310344827587,27.620689655172413,59.758620689655174,9.0,24.24137931034483,15.655172413793103,20.551724137931036,8.862068965517242,20.275862068965516,14.310344827586206,10.413793103448276,6.827586206896552,5.068965517241379,20.275862068965516,0.5172413793103449,0.4574712643678161,0.33580980683506684,0.7468827930174563,0.5342080599812559,0.5224137931034483,0.11314134617014425,0.36225596529284165,0.7099322799097065,0.46091954022988507,1.3820224719101122,0.46220427005193304,0.3712660028449502,0.761744966442953,0.524271844660194,0.5375072129255626,0.13146210234890565,0.3439122908251587,-42.324380649089115,0.21216256179782012,17.384292805630338,0.5393889256674129,7.397877984084881
2026,1122,Austin Peay,a_sun,0,,70.1,89,69.4,73,113.1,88,108.0,187,106.1,112,108.3,151,-0.3,166,27,19,79.25925925925925,74.55555555555556,4.703703703703703,11.92868170811206,27.40740740740741,59.22222222222222,8.11111111111111,22.59259259259259,16.333333333333332,22.14814814814815,8.703703703703704,22.59259259259259,15.481481481481481,9.703703703703704,7.62962962962963,4.148148148148148,17.40740740740741,26.333333333333332,58.111111111111114,7.7407407407407405,23.59259259259259,14.148148148148149,19.77777777777778,8.74074074074074,23.0,13.777777777777779,11.333333333333334,5.7407407407407405,5.111111111111111,18.0,0.7037037037037037,0.4627892432770482,0.3590163934426229,0.7374581939799331,0.5267947421638018,0.5312695434646654,0.1233451970698454,0.27453271028037385,0.7210401891252955,0.3739837398373984,1.5954198473282442,0.4531548757170172,0.3281004709576138,0.7153558052434457,0.5386266094420601,0.5197578075207138,0.1450264459989763,0.3403441682600382,-19.423468706290162,0.18026233770708466,11.014037849839081,0.5754268759011181,6.21937321937322
2026,1123,Ball St,mac,0,,65.3,321,63.7,342,100.1,327,98.6,339,108.3,174,109.9,191,-11.3,283,27,8,65.07407407407408,71.48148148148148,-6.407407407407407,13.437202259339724,22.62962962962963,56.55555555555556,7.0,22.62962962962963,12.814814814814815,17.85185185185185,7.851851851851852,19.555555555555557,12.0,9.037037037037036,6.0,4.7407407407407405,15.851851851851851,24.88888888888889,54.77777777777778,8.11111111111111,23.11111111111111,13.592592592592593,17.444444444444443,8.37037037037037,24.48148148148148,13.666666666666666,10.555555555555555,4.851851851851852,5.555555555555555,15.481481481481481,0.2962962962962963,0.40013097576948264,0.309328968903437,0.7178423236514523,0.4606986899563319,0.4620170268500327,0.12304092623595618,0.24284077892325315,0.7002652519893899,0.31565160445317614,1.3278688524590165,0.4543610547667343,0.35096153846153844,0.7791932059447985,0.5298245614035088,0.5283975659229209,0.14457904669142266,0.31845841784989853,-19.485401109248926,0.07368034585284355,13.188820675801905,0.7285587616944627,5.0997150997151
2026,1124,Baylor,big_twelve,0,,69.6,111,67.8,152,116.4,49,122.9,25,111.8,265,106.9,128,16.0,45,28,14,81.21428571428571,77.60714285714286,3.607142857142857,18.982134457732315,28.464285714285715,60.82142857142857,8.357142857142858,24.0,15.928571428571429,21.928571428571427,11.0,22.25,15.071428571428571,9.928571428571429,5.571428571428571,6.035714285714286,16.464285714285715,28.071428571428573,61.464285714285715,7.428571428571429,21.142857142857142,14.035714285714286,18.571428571428573,9.678571428571429,20.285714285714285,13.785714285714286,9.571428571428571,5.892857142857143,5.071428571428571,18.535714285714285,0.5,0.4679976512037581,0.34821428571428575,0.726384364820847,0.5460717749757518,0.536699941280094,0.12349188862630822,0.35159817351598177,0.6968680089485458,0.360540223135643,1.5179856115107913,0.4567112144102266,0.35135135135135137,0.7557692307692307,0.5119574844995572,0.5171411969785009,0.1208404725403553,0.3021499128413713,-68.8726316564176,0.5208762874820675,13.389491567064123,0.2782824046193224,9.535714285714285
2026,1125,Belmont,mvc,0,,70.0,97,68.9,93,118.8,29,120.7,38,105.4,100,108.4,152,12.3,62,30,25,83.63333333333334,73.26666666666667,10.366666666666667,11.556408382912213,29.966666666666665,57.56666666666667,10.733333333333333,26.066666666666666,12.966666666666667,18.9,7.533333333333333,24.433333333333334,18.3,11.166666666666666,5.433333333333334,5.4,17.733333333333334,24.8,60.5,10.1,29.7,13.566666666666666,18.066666666666666,9.233333333333333,19.833333333333332,13.366666666666667,10.733333333333333,6.0,4.7,17.7,0.8333333333333334,0.5205558772437753,0.4117647058823529,0.6860670194003528,0.6105820105820106,0.6137811233352634,0.1449287902123315,0.27527405602923266,0.7257425742574258,0.328314997104806,1.6388059701492539,0.4099173553719008,0.3400673400673401,0.7509225092250923,0.4772727272727273,0.49338842975206615,0.13555155168639602,0.2986225895316804,-13.051464773344428,0.06277751350818694,11.385817383032219,0.7494455877295574,3.633333333333333
2026,1126,Bethune-Cookman,swac,0,,70.9,58,69.0,88,103.9,274,103.6,276,107.6,151,110.2,196,-6.6,231,29,16,74.72413793103448,77.58620689655173,-2.8620689655172415,21.263187736305195,26.379310344827587,57.37931034482759,5.862068965517241,17.517241379310345,16.103448275862068,23.20689655172414,9.03448275862069,23.482758620689655,13.482758620689655,10.827586206896552,6.379310344827586,7.068965517241379,18.24137931034483,27.06896551724138,61.172413793103445,6.620689655172414,20.413793103448278,16.82758620689655,23.551724137931036,9.517241379310345,22.896551724137932,13.206896551724139,10.413793103448276,6.758620689655173,5.0,18.517241379310345,0.5517241379310345,0.4597355769230769,0.33464566929133854,0.6939078751857354,0.5147058823529412,0.5108173076923077,0.13807538740259967,0.28293736501079914,0.7115987460815046,0.4044471153846154,1.2452229299363058,0.4425028184892898,0.3243243243243243,0.7144948755490482,0.5016920473773266,0.4966178128523112,0.12707656573477186,0.38500563697857954,-39.213036186175856,0.39863548258659376,16.791689967597588,0.3686241352517553,11.862068965517242
2026,1127,Binghamton,aec,0,,65.1,331,65.3,294,100.5,322,97.6,343,115.2,326,123.1,361,-25.5,336,28,5,66.78571428571429,76.67857142857143,-9.892857142857142,11.735792942057046,22.892857142857142,50.892857142857146,5.107142857142857,15.714285714285714,15.892857142857142,21.107142857142858,5.178571428571429,21.964285714285715,11.142857142857142,10.178571428571429,4.178571428571429,5.25,17.142857142857142,27.357142857142858,57.785714285714285,8.107142857142858,22.642857142857142,13.857142857142858,19.964285714285715,7.892857142857143,23.428571428571427,13.321428571428571,7.821428571428571,6.035714285714286,4.785714285714286,17.571428571428573,0.17857142857142858,0.44982456140350874,0.325,0.7529610829103215,0.5055837563451776,0.49999999999999994,0.1446671133581044,0.18102372034956307,0.7356459330143541,0.4147368421052631,1.094736842105263,0.47342398022249693,0.35804416403785494,0.6940966010733453,0.5477642276422765,0.5435723114956736,0.10513884088028576,0.3454882571075402,-15.10202829248497,0.16589393452542156,10.92240525775223,0.5926992087837031,4.20054945054945
2026,1129,Boise St,mwc,0,,66.6,266,65.7,272,113.5,83,117.0,67,107.2,139,103.8,74,13.2,55,27,17,77.18518518518519,72.88888888888889,4.296296296296297,16.07390339557789,25.25925925925926,56.592592592592595,8.37037037037037,24.37037037037037,18.296296296296298,23.333333333333332,8.88888888888889,23.185185185185187,13.0,9.11111111111111,4.62962962962963,3.888888888888889,17.185185185185187,26.333333333333332,57.25925925925926,7.2592592592592595,21.11111111111111,12.962962962962964,18.25925925925926,6.851851851851852,20.037037037037038,11.851851851851851,9.407407407407407,5.2592592592592595,3.8518518518518516,19.814814814814813,0.6296296296296297,0.44633507853403137,0.3434650455927052,0.7841269841269842,0.5241379310344827,0.5202879581151832,0.11992979719188766,0.3072983354673495,0.7718865598027127,0.4123036649214659,1.426829268292683,0.4598965071151358,0.34385964912280703,0.7099391480730224,0.5276639344262294,0.5232858990944372,0.1259345933403407,0.31888745148771025,-46.997493579230756,0.3278222663478516,13.43940632611272,0.42744234670397463,4.037037037037037
